+=============================================================================+
| Traininig store    1                                                        |
+=============================================================================+
Val 100% loss: 0.731429666, rmspe: 0.188511656
Val 100% loss: 0.115146351, rmspe: 0.092799240
Val 100% loss: 0.119370975, rmspe: 0.089245051
Val 100% loss: 0.116627208, rmspe: 0.087092666
Val 100% loss: 0.117019440, rmspe: 0.087916096
Val 100% loss: 0.115907405, rmspe: 0.090143137
Val 100% loss: 0.120601239, rmspe: 0.097662749
Val 100% loss: 0.104410518, rmspe: 0.090245486
Val 100% loss: 0.108576553, rmspe: 0.088173442
Val 100% loss: 0.112707631, rmspe: 0.091741877
Val 100% loss: 0.096780291, rmspe: 0.084206704
Val 100% loss: 0.117822233, rmspe: 0.093040985
Val 100% loss: 0.097069077, rmspe: 0.082956746
Val 100% loss: 0.120782356, rmspe: 0.095007635
Val 100% loss: 0.092366810, rmspe: 0.083507362
+=============================================================================+
| Time taken: 21.967000008
+=============================================================================+
+=============================================================================+
| Traininig store   66                                                        |
+=============================================================================+
Val 100% loss: 0.519005835, rmspe: 0.136729780
Val 100% loss: 0.426245397, rmspe: 0.119094242
Val 100% loss: 0.406935983, rmspe: 0.122609609
Val 100% loss: 0.353911617, rmspe: 0.106579898
Val 100% loss: 0.326789787, rmspe: 0.106293895
Val 100% loss: 0.303017447, rmspe: 0.101075548
Val 100% loss: 0.295701165, rmspe: 0.099231782
Val 100% loss: 0.280807402, rmspe: 0.097246704
Val 100% loss: 0.278469448, rmspe: 0.096466898
Val 100% loss: 0.260566563, rmspe: 0.095201037
Val 100% loss: 0.249673688, rmspe: 0.093263720
Val 100% loss: 0.242457632, rmspe: 0.092495498
Val 100% loss: 0.226101973, rmspe: 0.089256740
Val 100% loss: 0.221890591, rmspe: 0.091150446
Val 100% loss: 0.215752232, rmspe: 0.087578509
Val 100% loss: 0.256480099, rmspe: 0.091305199
Val 100% loss: 0.214102195, rmspe: 0.087731011
Val 100% loss: 0.193269968, rmspe: 0.085842978
Val 100% loss: 0.191910938, rmspe: 0.084134067
Val 100% loss: 0.186996790, rmspe: 0.084731382
Val 100% loss: 0.196464393, rmspe: 0.082189161
Val 100% loss: 0.189503136, rmspe: 0.084004620
Val 100% loss: 0.172356443, rmspe: 0.080646199
Val 100% loss: 0.165593511, rmspe: 0.079092745
Val 100% loss: 0.161812780, rmspe: 0.079653317
Val 100% loss: 0.155482812, rmspe: 0.077429134
Val 100% loss: 0.161976078, rmspe: 0.076722617
Val 100% loss: 0.182946418, rmspe: 0.081383998
Val 100% loss: 0.147807041, rmspe: 0.075170167
Val 100% loss: 0.143268317, rmspe: 0.073916516
Val 100% loss: 0.141204202, rmspe: 0.074645921
Val 100% loss: 0.137329193, rmspe: 0.072611582
Val 100% loss: 0.136416211, rmspe: 0.073863135
Val 100% loss: 0.131138270, rmspe: 0.071809506
Val 100% loss: 0.128165404, rmspe: 0.070484943
Val 100% loss: 0.141288097, rmspe: 0.077284823
Val 100% loss: 0.128129856, rmspe: 0.069210070
Val 100% loss: 0.190847571, rmspe: 0.078267458
Val 100% loss: 0.121814692, rmspe: 0.067918025
Val 100% loss: 0.115752647, rmspe: 0.067076443
Val 100% loss: 0.114939438, rmspe: 0.067346208
Val 100% loss: 0.110853541, rmspe: 0.065582565
Val 100% loss: 0.108503693, rmspe: 0.064426849
Val 100% loss: 0.107038575, rmspe: 0.063836842
Val 100% loss: 0.103652598, rmspe: 0.063321707
Val 100% loss: 0.104573208, rmspe: 0.064898233
Val 100% loss: 0.108871671, rmspe: 0.062659700
Val 100% loss: 0.096886313, rmspe: 0.062079618
Val 100% loss: 0.096013782, rmspe: 0.060578364
Val 100% loss: 0.109610716, rmspe: 0.065623538
+=============================================================================+
| Time taken: 21.421000004
+=============================================================================+
+=============================================================================+
| Traininig store   67                                                        |
+=============================================================================+
Val 100% loss: 0.295115835, rmspe: 0.151121133
Val 100% loss: 0.211383742, rmspe: 0.122719625
Val 100% loss: 0.191053706, rmspe: 0.115082889
Val 100% loss: 0.174417489, rmspe: 0.112076447
Val 100% loss: 0.164581882, rmspe: 0.111875634
Val 100% loss: 0.161770342, rmspe: 0.110040874
Val 100% loss: 0.154084801, rmspe: 0.107983214
Val 100% loss: 0.158955059, rmspe: 0.102915084
Val 100% loss: 0.146274812, rmspe: 0.106241005
Val 100% loss: 0.145439942, rmspe: 0.100812185
Val 100% loss: 0.138806915, rmspe: 0.102732651
Val 100% loss: 0.142650242, rmspe: 0.098054691
Val 100% loss: 0.138386168, rmspe: 0.097869544
Val 100% loss: 0.161121748, rmspe: 0.099373174
Val 100% loss: 0.124012159, rmspe: 0.095820050
Val 100% loss: 0.123138879, rmspe: 0.094410713
Val 100% loss: 0.135255000, rmspe: 0.094134838
Val 100% loss: 0.132199837, rmspe: 0.104138683
Val 100% loss: 0.130642888, rmspe: 0.093821277
Val 100% loss: 0.119601723, rmspe: 0.098962819
Val 100% loss: 0.115764648, rmspe: 0.097478726
Val 100% loss: 0.136767347, rmspe: 0.093233044
Val 100% loss: 0.107207454, rmspe: 0.089165646
Val 100% loss: 0.099789496, rmspe: 0.087492050
Val 100% loss: 0.098394286, rmspe: 0.086023913
Val 100% loss: 0.095186910, rmspe: 0.082925457
Val 100% loss: 0.108686536, rmspe: 0.092605387
Val 100% loss: 0.088717870, rmspe: 0.083478459
Val 100% loss: 0.089615345, rmspe: 0.084615992
Val 100% loss: 0.111277085, rmspe: 0.088179402
Val 100% loss: 0.080201278, rmspe: 0.079646712
Val 100% loss: 0.087048246, rmspe: 0.082711916
Val 100% loss: 0.076783056, rmspe: 0.079229996
Val 100% loss: 0.117570286, rmspe: 0.088297748
Val 100% loss: 0.070596448, rmspe: 0.078470132
Val 100% loss: 0.066754602, rmspe: 0.076410253
Val 100% loss: 0.064363006, rmspe: 0.074411709
Val 100% loss: 0.065214668, rmspe: 0.076321325
Val 100% loss: 0.061470062, rmspe: 0.073520349
Val 100% loss: 0.061596948, rmspe: 0.073917934
Val 100% loss: 0.061687564, rmspe: 0.075912171
Val 100% loss: 0.058649385, rmspe: 0.072751744
Val 100% loss: 0.059135783, rmspe: 0.072460581
Val 100% loss: 0.085933493, rmspe: 0.080333989
Val 100% loss: 0.055006302, rmspe: 0.071917632
Val 100% loss: 0.061370251, rmspe: 0.075836249
Val 100% loss: 0.058518373, rmspe: 0.071246439
Val 100% loss: 0.060870232, rmspe: 0.071454910
Val 100% loss: 0.057008512, rmspe: 0.073492823
Val 100% loss: 0.052418830, rmspe: 0.070254970
+=============================================================================+
| Time taken: 21.404999971
+=============================================================================+
+=============================================================================+
| Traininig store   68                                                        |
+=============================================================================+
Val 100% loss: 0.749817827, rmspe: 0.203532153
Val 100% loss: 0.675787561, rmspe: 0.202923722
Val 100% loss: 0.611686073, rmspe: 0.183319103
Val 100% loss: 0.581381690, rmspe: 0.180564282
Val 100% loss: 0.583194040, rmspe: 0.164922056
Val 100% loss: 0.556559201, rmspe: 0.160716739
Val 100% loss: 0.487763534, rmspe: 0.164806906
Val 100% loss: 0.448881107, rmspe: 0.153392678
Val 100% loss: 0.447001710, rmspe: 0.175367447
Val 100% loss: 0.345683561, rmspe: 0.159808563
Val 100% loss: 0.453921718, rmspe: 0.150351012
Val 100% loss: 0.361024511, rmspe: 0.145444948
Val 100% loss: 0.299549594, rmspe: 0.157792818
Val 100% loss: 0.286740788, rmspe: 0.144987187
Val 100% loss: 0.292201709, rmspe: 0.137836016
Val 100% loss: 0.281723427, rmspe: 0.156400036
Val 100% loss: 0.248089403, rmspe: 0.138011813
Val 100% loss: 0.233942421, rmspe: 0.138778714
Val 100% loss: 0.227716327, rmspe: 0.132545401
Val 100% loss: 0.265375585, rmspe: 0.144339011
Val 100% loss: 0.223981293, rmspe: 0.136135922
Val 100% loss: 0.216612163, rmspe: 0.131810608
Val 100% loss: 0.289198262, rmspe: 0.148255858
Val 100% loss: 0.255994536, rmspe: 0.148752996
Val 100% loss: 0.210512602, rmspe: 0.132049358
Val 100% loss: 0.203185024, rmspe: 0.129960319
Val 100% loss: 0.199641226, rmspe: 0.127339007
Val 100% loss: 0.197156573, rmspe: 0.125821557
Val 100% loss: 0.189690169, rmspe: 0.127633039
Val 100% loss: 0.198599197, rmspe: 0.133236096
Val 100% loss: 0.187669042, rmspe: 0.125669324
Val 100% loss: 0.219192496, rmspe: 0.127276991
Val 100% loss: 0.178379410, rmspe: 0.123479571
Val 100% loss: 0.172544907, rmspe: 0.119836125
Val 100% loss: 0.173955605, rmspe: 0.117271077
Val 100% loss: 0.167444687, rmspe: 0.120966456
Val 100% loss: 0.162183650, rmspe: 0.116599054
Val 100% loss: 0.155608502, rmspe: 0.114157748
Val 100% loss: 0.157740102, rmspe: 0.117888397
Val 100% loss: 0.148833352, rmspe: 0.114461924
Val 100% loss: 0.145601441, rmspe: 0.112392636
Val 100% loss: 0.149902537, rmspe: 0.114862982
Val 100% loss: 0.160457160, rmspe: 0.110741464
Val 100% loss: 0.137118053, rmspe: 0.107901244
Val 100% loss: 0.153122952, rmspe: 0.110283318
Val 100% loss: 0.536516617, rmspe: 0.173173891
Val 100% loss: 0.462698463, rmspe: 0.156042047
Val 100% loss: 0.432653498, rmspe: 0.149658191
Val 100% loss: 0.426077556, rmspe: 0.168221279
Val 100% loss: 0.420339359, rmspe: 0.151030160
+=============================================================================+
| Time taken: 21.296000004
+=============================================================================+
+=============================================================================+
| Traininig store   69                                                        |
+=============================================================================+
Val 100% loss: 0.594262636, rmspe: 0.182495610
Val 100% loss: 0.476165859, rmspe: 0.162150805
Val 100% loss: 0.430978976, rmspe: 0.154520630
Val 100% loss: 0.404353929, rmspe: 0.165922022
Val 100% loss: 0.381129389, rmspe: 0.162531922
Val 100% loss: 0.351584447, rmspe: 0.143037091
Val 100% loss: 0.324996358, rmspe: 0.142541756
Val 100% loss: 0.305118901, rmspe: 0.143258363
Val 100% loss: 0.303918589, rmspe: 0.143300342
Val 100% loss: 0.272133593, rmspe: 0.138097183
Val 100% loss: 0.255943670, rmspe: 0.137100185
Val 100% loss: 0.339645271, rmspe: 0.135826659
Val 100% loss: 0.262622638, rmspe: 0.133115464
Val 100% loss: 0.226675894, rmspe: 0.128291440
Val 100% loss: 0.204024981, rmspe: 0.122251365
Val 100% loss: 0.187225540, rmspe: 0.119535797
Val 100% loss: 0.177430847, rmspe: 0.120485359
Val 100% loss: 0.282497833, rmspe: 0.125770910
Val 100% loss: 0.175778772, rmspe: 0.123132183
Val 100% loss: 0.166624090, rmspe: 0.116057813
Val 100% loss: 0.172813805, rmspe: 0.114498667
Val 100% loss: 0.166245474, rmspe: 0.113861295
Val 100% loss: 0.166337512, rmspe: 0.120573617
Val 100% loss: 0.193691283, rmspe: 0.113238851
Val 100% loss: 0.153856522, rmspe: 0.114483758
Val 100% loss: 0.147633096, rmspe: 0.110192361
Val 100% loss: 0.145067742, rmspe: 0.108858073
Val 100% loss: 0.143783725, rmspe: 0.108423941
Val 100% loss: 0.141846889, rmspe: 0.110136049
Val 100% loss: 0.135577208, rmspe: 0.104545652
Val 100% loss: 0.140657996, rmspe: 0.108508061
Val 100% loss: 0.140632554, rmspe: 0.102228398
Val 100% loss: 0.136905007, rmspe: 0.104635133
Val 100% loss: 0.133203983, rmspe: 0.100952449
Val 100% loss: 0.131212290, rmspe: 0.097741580
Val 100% loss: 0.118461687, rmspe: 0.100061365
Val 100% loss: 0.159647919, rmspe: 0.102359548
Val 100% loss: 0.141270677, rmspe: 0.098509324
Val 100% loss: 0.122796476, rmspe: 0.101164004
Val 100% loss: 0.113913868, rmspe: 0.094853359
Val 100% loss: 0.110621961, rmspe: 0.094811025
Val 100% loss: 0.107652697, rmspe: 0.093357317
Val 100% loss: 0.109781041, rmspe: 0.091696242
Val 100% loss: 0.115148519, rmspe: 0.089920642
Val 100% loss: 0.154917717, rmspe: 0.113125470
Val 100% loss: 0.105537171, rmspe: 0.093929140
Val 100% loss: 0.102365838, rmspe: 0.089710684
Val 100% loss: 0.097881340, rmspe: 0.090932551
Val 100% loss: 0.095792833, rmspe: 0.088493111
Val 100% loss: 0.095509523, rmspe: 0.088493294
+=============================================================================+
| Time taken: 21.483999968
+=============================================================================+
+=============================================================================+
| Traininig store   70                                                        |
+=============================================================================+
Val 100% loss: 0.413185430, rmspe: 0.152133690
Val 100% loss: 0.352130884, rmspe: 0.142525149
Val 100% loss: 0.328404265, rmspe: 0.135787868
Val 100% loss: 0.308286599, rmspe: 0.136951846
Val 100% loss: 0.296805353, rmspe: 0.127232014
Val 100% loss: 0.288086224, rmspe: 0.124642521
Val 100% loss: 0.276052595, rmspe: 0.129114947
Val 100% loss: 0.264733549, rmspe: 0.122338829
Val 100% loss: 0.272009044, rmspe: 0.129816340
Val 100% loss: 0.242138778, rmspe: 0.118232131
Val 100% loss: 0.231591921, rmspe: 0.115207609
Val 100% loss: 0.224197774, rmspe: 0.124009014
Val 100% loss: 0.245409801, rmspe: 0.120844067
Val 100% loss: 0.208604890, rmspe: 0.109551108
Val 100% loss: 0.222011725, rmspe: 0.122737971
Val 100% loss: 0.179326725, rmspe: 0.111278808
Val 100% loss: 0.176818927, rmspe: 0.115531909
Val 100% loss: 0.164424393, rmspe: 0.107414433
Val 100% loss: 0.156855148, rmspe: 0.105373848
Val 100% loss: 0.151461274, rmspe: 0.103568820
Val 100% loss: 0.152721266, rmspe: 0.103899079
Val 100% loss: 0.146630388, rmspe: 0.104170716
Val 100% loss: 0.140608291, rmspe: 0.101088493
Val 100% loss: 0.327223766, rmspe: 0.170098235
Val 100% loss: 0.223927329, rmspe: 0.111014427
Val 100% loss: 0.152339032, rmspe: 0.102049145
Val 100% loss: 0.143009279, rmspe: 0.101877187
Val 100% loss: 0.138221911, rmspe: 0.101152103
Val 100% loss: 0.137940384, rmspe: 0.100277187
Val 100% loss: 0.133321097, rmspe: 0.099793757
Val 100% loss: 0.130846816, rmspe: 0.099764666
Val 100% loss: 0.168342787, rmspe: 0.109147728
Val 100% loss: 0.140064542, rmspe: 0.098647164
Val 100% loss: 0.131175500, rmspe: 0.096433989
Val 100% loss: 0.125988734, rmspe: 0.095900272
Val 100% loss: 0.165004257, rmspe: 0.107112122
Val 100% loss: 0.129651554, rmspe: 0.096314947
Val 100% loss: 0.125412790, rmspe: 0.095442584
Val 100% loss: 0.124969635, rmspe: 0.094096391
Val 100% loss: 0.122598504, rmspe: 0.095843888
Val 100% loss: 0.120455769, rmspe: 0.095610313
Val 100% loss: 0.129929021, rmspe: 0.093206191
Val 100% loss: 0.256801064, rmspe: 0.118782259
Val 100% loss: 0.213751370, rmspe: 0.109259459
Val 100% loss: 0.160132460, rmspe: 0.099506316
Val 100% loss: 0.123871876, rmspe: 0.096279258
Val 100% loss: 0.118995122, rmspe: 0.093980320
Val 100% loss: 0.117282565, rmspe: 0.091305226
Val 100% loss: 0.113572957, rmspe: 0.091756219
Val 100% loss: 0.114623091, rmspe: 0.092031876
+=============================================================================+
| Time taken: 21.356999874
+=============================================================================+
+=============================================================================+
| Traininig store   71                                                        |
+=============================================================================+
Val 100% loss: 0.391860245, rmspe: 0.174875444
Val 100% loss: 0.313295010, rmspe: 0.152713419
Val 100% loss: 0.284543565, rmspe: 0.143439744
Val 100% loss: 0.265406030, rmspe: 0.139939592
Val 100% loss: 0.251842912, rmspe: 0.139387680
Val 100% loss: 0.244760033, rmspe: 0.136208194
Val 100% loss: 0.238327192, rmspe: 0.133901962
Val 100% loss: 0.232420302, rmspe: 0.132570248
Val 100% loss: 0.229041314, rmspe: 0.129473613
Val 100% loss: 0.224206223, rmspe: 0.128406133
Val 100% loss: 0.221431686, rmspe: 0.126775879
Val 100% loss: 0.214040713, rmspe: 0.125674058
Val 100% loss: 0.215126551, rmspe: 0.121716461
Val 100% loss: 0.206582832, rmspe: 0.122469864
Val 100% loss: 0.201027259, rmspe: 0.123293910
Val 100% loss: 0.196430652, rmspe: 0.122326533
Val 100% loss: 0.188682268, rmspe: 0.119064424
Val 100% loss: 0.183376440, rmspe: 0.119325578
Val 100% loss: 0.189709757, rmspe: 0.123099865
Val 100% loss: 0.173735711, rmspe: 0.115493202
Val 100% loss: 0.169445625, rmspe: 0.114113194
Val 100% loss: 0.163306946, rmspe: 0.110224037
Val 100% loss: 0.193906886, rmspe: 0.118479996
Val 100% loss: 0.189077081, rmspe: 0.114006528
Val 100% loss: 0.149434436, rmspe: 0.105880244
Val 100% loss: 0.130885673, rmspe: 0.112618302
Val 100% loss: 0.130009980, rmspe: 0.110233618
Val 100% loss: 0.113440236, rmspe: 0.102208965
Val 100% loss: 0.115248166, rmspe: 0.104612885
Val 100% loss: 0.106560438, rmspe: 0.099602236
Val 100% loss: 0.120238424, rmspe: 0.108233959
Val 100% loss: 0.102537382, rmspe: 0.096813700
Val 100% loss: 0.101634225, rmspe: 0.096543061
Val 100% loss: 0.096704478, rmspe: 0.095005203
Val 100% loss: 0.100402220, rmspe: 0.093221796
Val 100% loss: 0.092840412, rmspe: 0.092354196
Val 100% loss: 0.110963034, rmspe: 0.093648379
Val 100% loss: 0.089343629, rmspe: 0.090325071
Val 100% loss: 0.089201561, rmspe: 0.087726901
Val 100% loss: 0.084458607, rmspe: 0.087304701
Val 100% loss: 0.083467166, rmspe: 0.085971404
Val 100% loss: 0.084463583, rmspe: 0.091282703
Val 100% loss: 0.089172833, rmspe: 0.090999788
Val 100% loss: 0.077113559, rmspe: 0.083065293
Val 100% loss: 0.075636215, rmspe: 0.085293962
Val 100% loss: 0.105201069, rmspe: 0.101650311
Val 100% loss: 0.073117188, rmspe: 0.082071995
Val 100% loss: 0.071877276, rmspe: 0.082025714
Val 100% loss: 0.075689138, rmspe: 0.080686200
Val 100% loss: 0.069306123, rmspe: 0.080417837
+=============================================================================+
| Time taken: 21.358999968
+=============================================================================+
+=============================================================================+
| Traininig store   72                                                        |
+=============================================================================+
Val 100% loss: 0.372909768, rmspe: 0.243179723
Val 100% loss: 0.191686900, rmspe: 0.176332204
Val 100% loss: 0.146619035, rmspe: 0.152493818
Val 100% loss: 0.131854553, rmspe: 0.146211134
Val 100% loss: 0.124911357, rmspe: 0.129112338
Val 100% loss: 0.118212274, rmspe: 0.124514154
Val 100% loss: 0.112694259, rmspe: 0.129948055
Val 100% loss: 0.107922091, rmspe: 0.119707641
Val 100% loss: 0.103098672, rmspe: 0.122992808
Val 100% loss: 0.099629398, rmspe: 0.113407639
Val 100% loss: 0.095082986, rmspe: 0.111452066
Val 100% loss: 0.096482864, rmspe: 0.127755928
Val 100% loss: 0.087980570, rmspe: 0.123694318
Val 100% loss: 0.081616900, rmspe: 0.110504014
Val 100% loss: 0.074281979, rmspe: 0.105272505
Val 100% loss: 0.080623578, rmspe: 0.110773145
Val 100% loss: 0.075428795, rmspe: 0.102226943
Val 100% loss: 0.067134248, rmspe: 0.101712877
Val 100% loss: 0.074440677, rmspe: 0.100334995
Val 100% loss: 0.088123542, rmspe: 0.107893533
Val 100% loss: 0.061420490, rmspe: 0.097754991
Val 100% loss: 0.060861476, rmspe: 0.098847855
Val 100% loss: 0.061086797, rmspe: 0.096607304
Val 100% loss: 0.056632310, rmspe: 0.100605472
Val 100% loss: 0.066312045, rmspe: 0.095146291
Val 100% loss: 0.066394641, rmspe: 0.095126934
Val 100% loss: 0.058210025, rmspe: 0.095960513
Val 100% loss: 0.050706138, rmspe: 0.091503321
Val 100% loss: 0.051091879, rmspe: 0.091256975
Val 100% loss: 0.050705830, rmspe: 0.089712578
Val 100% loss: 0.058525657, rmspe: 0.091122947
Val 100% loss: 0.059593660, rmspe: 0.109140367
Val 100% loss: 0.056742885, rmspe: 0.095032559
Val 100% loss: 0.046282705, rmspe: 0.087421691
Val 100% loss: 0.046544622, rmspe: 0.089034054
Val 100% loss: 0.052419928, rmspe: 0.094712336
Val 100% loss: 0.048536026, rmspe: 0.085076127
Val 100% loss: 0.044251605, rmspe: 0.092154737
Val 100% loss: 0.050560489, rmspe: 0.087439391
Val 100% loss: 0.043861495, rmspe: 0.091261756
Val 100% loss: 0.046155468, rmspe: 0.093973367
Val 100% loss: 0.040340002, rmspe: 0.083232032
Val 100% loss: 0.045051377, rmspe: 0.083484092
Val 100% loss: 0.037401533, rmspe: 0.080044792
Val 100% loss: 0.034901149, rmspe: 0.081121660
Val 100% loss: 0.041423673, rmspe: 0.080682510
Val 100% loss: 0.037595611, rmspe: 0.090734004
Val 100% loss: 0.036484164, rmspe: 0.079958269
Val 100% loss: 0.039589148, rmspe: 0.079431474
Val 100% loss: 0.032191115, rmspe: 0.079761669
+=============================================================================+
| Time taken: 21.342999935
+=============================================================================+
+=============================================================================+
| Traininig store   73                                                        |
+=============================================================================+
Val 100% loss: 0.354354231, rmspe: 0.209435855
Val 100% loss: 0.245325506, rmspe: 0.150064216
Val 100% loss: 0.229871757, rmspe: 0.136933236
Val 100% loss: 0.225384496, rmspe: 0.136699188
Val 100% loss: 0.220046586, rmspe: 0.128412191
Val 100% loss: 0.218889086, rmspe: 0.134473658
Val 100% loss: 0.218198560, rmspe: 0.136105982
Val 100% loss: 0.211923035, rmspe: 0.127607947
Val 100% loss: 0.209697033, rmspe: 0.127936017
Val 100% loss: 0.207811170, rmspe: 0.127093422
Val 100% loss: 0.206759201, rmspe: 0.126391215
Val 100% loss: 0.205397967, rmspe: 0.123993311
Val 100% loss: 0.204422268, rmspe: 0.128060855
Val 100% loss: 0.201503921, rmspe: 0.126119231
Val 100% loss: 0.201155080, rmspe: 0.119422458
Val 100% loss: 0.197291065, rmspe: 0.121492854
Val 100% loss: 0.195053497, rmspe: 0.123469854
Val 100% loss: 0.195563064, rmspe: 0.128600975
Val 100% loss: 0.187392011, rmspe: 0.121689790
Val 100% loss: 0.186704351, rmspe: 0.125357498
Val 100% loss: 0.177221126, rmspe: 0.116980414
Val 100% loss: 0.169269855, rmspe: 0.114703051
Val 100% loss: 0.167632650, rmspe: 0.116272817
Val 100% loss: 0.174758755, rmspe: 0.125240405
Val 100% loss: 0.169767063, rmspe: 0.119357109
Val 100% loss: 0.164731726, rmspe: 0.114042293
Val 100% loss: 0.158182927, rmspe: 0.113325930
Val 100% loss: 0.155341025, rmspe: 0.111474302
Val 100% loss: 0.156667024, rmspe: 0.109729410
Val 100% loss: 0.157806210, rmspe: 0.115042383
Val 100% loss: 0.208813537, rmspe: 0.143817868
Val 100% loss: 0.168514418, rmspe: 0.108606756
Val 100% loss: 0.149685782, rmspe: 0.108020168
Val 100% loss: 0.138062622, rmspe: 0.108390447
Val 100% loss: 0.228731144, rmspe: 0.130573613
Val 100% loss: 0.116162372, rmspe: 0.103079929
Val 100% loss: 0.115088879, rmspe: 0.098395084
Val 100% loss: 0.103112811, rmspe: 0.094674046
Val 100% loss: 0.102149575, rmspe: 0.094814329
Val 100% loss: 0.088895031, rmspe: 0.092468546
Val 100% loss: 0.088988449, rmspe: 0.090357501
Val 100% loss: 0.098649042, rmspe: 0.092994918
Val 100% loss: 0.100856109, rmspe: 0.095349547
Val 100% loss: 0.082677048, rmspe: 0.088986855
Val 100% loss: 0.081200903, rmspe: 0.087838292
Val 100% loss: 0.538306468, rmspe: 0.245882982
Val 100% loss: 0.146206401, rmspe: 0.109634948
Val 100% loss: 0.127530652, rmspe: 0.102844333
Val 100% loss: 0.093708929, rmspe: 0.094123091
Val 100% loss: 0.085668070, rmspe: 0.090463945
+=============================================================================+
| Time taken: 21.530000210
+=============================================================================+
+=============================================================================+
| Traininig store   74                                                        |
+=============================================================================+
Val 100% loss: 0.436100391, rmspe: 0.169752243
Val 100% loss: 0.389857546, rmspe: 0.155915266
Val 100% loss: 0.372320762, rmspe: 0.148275890
Val 100% loss: 0.350339846, rmspe: 0.147784207
Val 100% loss: 0.333169046, rmspe: 0.143175146
Val 100% loss: 0.318885356, rmspe: 0.143634337
Val 100% loss: 0.305320679, rmspe: 0.148184340
Val 100% loss: 0.285788717, rmspe: 0.143408514
Val 100% loss: 0.282773233, rmspe: 0.142709813
Val 100% loss: 0.294870486, rmspe: 0.129625660
Val 100% loss: 0.304575906, rmspe: 0.146643394
Val 100% loss: 0.227131101, rmspe: 0.125320911
Val 100% loss: 0.238960188, rmspe: 0.124031015
Val 100% loss: 0.191099835, rmspe: 0.116641067
Val 100% loss: 0.180550331, rmspe: 0.119407097
Val 100% loss: 0.169844781, rmspe: 0.117761455
Val 100% loss: 0.169134585, rmspe: 0.113546296
Val 100% loss: 0.159249796, rmspe: 0.112735102
Val 100% loss: 0.150327600, rmspe: 0.115266924
Val 100% loss: 0.142561061, rmspe: 0.111185388
Val 100% loss: 0.180124536, rmspe: 0.112899183
Val 100% loss: 0.140488417, rmspe: 0.107554974
Val 100% loss: 0.168733466, rmspe: 0.112300681
Val 100% loss: 0.138306173, rmspe: 0.110815023
Val 100% loss: 0.159019078, rmspe: 0.109836387
Val 100% loss: 0.125362519, rmspe: 0.105796285
Val 100% loss: 0.120874073, rmspe: 0.101230158
Val 100% loss: 0.123256823, rmspe: 0.102237082
Val 100% loss: 0.118646369, rmspe: 0.105165962
Val 100% loss: 0.113773363, rmspe: 0.097798143
Val 100% loss: 0.119348255, rmspe: 0.100402134
Val 100% loss: 0.108351801, rmspe: 0.097884119
Val 100% loss: 0.117283355, rmspe: 0.100289184
Val 100% loss: 0.125889021, rmspe: 0.102223553
Val 100% loss: 0.108206181, rmspe: 0.095350370
Val 100% loss: 0.099808261, rmspe: 0.093692099
Val 100% loss: 0.095999859, rmspe: 0.091214506
Val 100% loss: 0.092595182, rmspe: 0.091225954
Val 100% loss: 0.095848403, rmspe: 0.090671406
Val 100% loss: 0.094701838, rmspe: 0.092721141
Val 100% loss: 0.091263029, rmspe: 0.088989420
Val 100% loss: 0.099285178, rmspe: 0.092789721
Val 100% loss: 0.085893448, rmspe: 0.086345557
Val 100% loss: 0.364437350, rmspe: 0.146016436
Val 100% loss: 0.251871974, rmspe: 0.123629909
Val 100% loss: 0.202475546, rmspe: 0.110862847
Val 100% loss: 0.159894542, rmspe: 0.101626025
Val 100% loss: 0.111109904, rmspe: 0.094145294
Val 100% loss: 0.091768794, rmspe: 0.088113760
Val 100% loss: 0.101303253, rmspe: 0.089375961
+=============================================================================+
| Time taken: 21.514000177
+=============================================================================+
+=============================================================================+
| Traininig store   75                                                        |
+=============================================================================+
Val 100% loss: 0.701363450, rmspe: 0.170377095
Val 100% loss: 0.624114465, rmspe: 0.156736031
Val 100% loss: 0.631735262, rmspe: 0.171177380
Val 100% loss: 0.559242132, rmspe: 0.139627591
Val 100% loss: 0.532143320, rmspe: 0.144803933
Val 100% loss: 0.515917577, rmspe: 0.133027695
Val 100% loss: 0.456936213, rmspe: 0.130836026
Val 100% loss: 0.424028551, rmspe: 0.128407023
Val 100% loss: 0.432491925, rmspe: 0.126946380
Val 100% loss: 0.409727457, rmspe: 0.127726333
Val 100% loss: 0.437240377, rmspe: 0.138762238
Val 100% loss: 0.413033312, rmspe: 0.133690664
Val 100% loss: 0.392104418, rmspe: 0.122833801
Val 100% loss: 0.350402880, rmspe: 0.117773329
Val 100% loss: 0.371614315, rmspe: 0.114731793
Val 100% loss: 0.330485232, rmspe: 0.113172423
Val 100% loss: 0.840800575, rmspe: 0.211881745
Val 100% loss: 0.322941541, rmspe: 0.112463713
Val 100% loss: 0.322262163, rmspe: 0.117679959
Val 100% loss: 0.301398216, rmspe: 0.115007309
Val 100% loss: 0.304312103, rmspe: 0.117606565
Val 100% loss: 0.348993373, rmspe: 0.125225258
Val 100% loss: 0.279470881, rmspe: 0.109245674
Val 100% loss: 0.286071445, rmspe: 0.111982821
Val 100% loss: 0.287503028, rmspe: 0.110808028
Val 100% loss: 0.279966400, rmspe: 0.115963489
Val 100% loss: 0.252398668, rmspe: 0.108121555
Val 100% loss: 0.237869471, rmspe: 0.105833765
Val 100% loss: 0.240245951, rmspe: 0.108647012
